facility_id,tech_scenario,capex,change_in_electricity_demand_kwh,heat_mmbtu,facility_name,state,fuels,naics_code,naics_description,county_fips,subregion,latitude,longitude,sector,r,t,elec_price,ng_price,ngboiler_om_best,ngboiler_om_worst,eboiler_om_best,eboiler_om_worst,hthp_om_best,hthp_om_worst
1004477,Scenario4,19336692.218529597,156710329.0300069,902284.206558613,michigan sugar co - croswell factory,MI,['Natural Gas (Weighted U.S. Average)'],311313,Beet Sugar Manufacturing,26151,RFCM,43.266053,-82.619552,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004553,Baseline,51396.71635617226,0,234989.8228420656,"ox paperboard wp mill, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26149,RFCM,41.7887,-85.647,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004553,Scenario1,331430.70931852906,68868718.81943461,234989.8228420656,"ox paperboard wp mill, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26149,RFCM,41.7887,-85.647,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004553,Scenario2,5595583.404079063,30226961.396042377,234989.8228420656,"ox paperboard wp mill, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26149,RFCM,41.7887,-85.647,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004553,Scenario3,298287.6383866762,61981846.93749116,234989.8228420656,"ox paperboard wp mill, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26149,RFCM,41.7887,-85.647,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004553,Scenario4,5036025.063671156,27204265.25643814,234989.8228420656,"ox paperboard wp mill, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26149,RFCM,41.7887,-85.647,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004584,Baseline,253156.2802360141,0,1595235.582359593,"poet biorefining - caro, llc",MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26157,RFCM,43.472883,-83.410497,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004584,Scenario1,2249927.4828039585,467517399.0241991,1595235.582359593,"poet biorefining - caro, llc",MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26157,RFCM,43.472883,-83.410497,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004584,Scenario2,37985788.67071618,257033109.0255363,1595235.582359593,"poet biorefining - caro, llc",MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26157,RFCM,43.472883,-83.410497,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004584,Scenario3,2024934.7345235625,420765659.1217792,1595235.582359593,"poet biorefining - caro, llc",MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26157,RFCM,43.472883,-83.410497,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004584,Scenario4,34187209.80364456,231329798.12298265,1595235.582359593,"poet biorefining - caro, llc",MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26157,RFCM,43.472883,-83.410497,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1004668,Baseline,169216.52511317117,0,983285.3373539388,lincolnland agri-energy llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17033,SRMW,39.004293,-87.631325,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004668,Scenario1,1386830.0885555937,288172485.9336299,983285.3373539388,lincolnland agri-energy llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17033,SRMW,39.004293,-87.631325,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004668,Scenario2,23414014.482107423,158432328.18658066,983285.3373539388,lincolnland agri-energy llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17033,SRMW,39.004293,-87.631325,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004668,Scenario3,1248147.0797000346,259355237.3402669,983285.3373539388,lincolnland agri-energy llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17033,SRMW,39.004293,-87.631325,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004668,Scenario4,21072613.033896685,142589095.3679226,983285.3373539388,lincolnland agri-energy llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17033,SRMW,39.004293,-87.631325,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004708,Baseline,123892.05402868806,0,676141.7263475312,"bunge loders croklaan usa, llc",IL,['Natural Gas (Weighted U.S. Average)'],311225,Fats and Oils Refining and Blending,17197,RFCW,41.408978,-88.210161,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004708,Scenario1,953633.349959281,198157579.2123182,676141.7263475312,"bunge loders croklaan usa, llc",IL,['Natural Gas (Weighted U.S. Average)'],311225,Fats and Oils Refining and Blending,17197,RFCW,41.408978,-88.210161,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004708,Scenario2,16100303.31100085,191411710.2022768,676141.7263475312,"bunge loders croklaan usa, llc",IL,['Natural Gas (Weighted U.S. Average)'],311225,Fats and Oils Refining and Blending,17197,RFCW,41.408978,-88.210161,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004708,Scenario3,858270.0149633532,178341821.2910864,676141.7263475312,"bunge loders croklaan usa, llc",IL,['Natural Gas (Weighted U.S. Average)'],311225,Fats and Oils Refining and Blending,17197,RFCW,41.408978,-88.210161,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004708,Scenario4,14490272.979900764,172270539.18204916,676141.7263475312,"bunge loders croklaan usa, llc",IL,['Natural Gas (Weighted U.S. Average)'],311225,Fats and Oils Refining and Blending,17197,RFCW,41.408978,-88.210161,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004861,Baseline,364169.6286052926,0,2468951.37580098,"alto icp, llc",IL,['Natural Gas (Weighted U.S. Average)'],312140,Distilleries,17179,SRMW,40.556501,-89.666235,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004861,Scenario1,3482220.190891583,723578221.4839653,2468951.37580098,"alto icp, llc",IL,['Natural Gas (Weighted U.S. Average)'],312140,Distilleries,17179,SRMW,40.556501,-89.666235,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004861,Scenario2,58790730.49557218,406027189.40115505,2468951.37580098,"alto icp, llc",IL,['Natural Gas (Weighted U.S. Average)'],312140,Distilleries,17179,SRMW,40.556501,-89.666235,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004861,Scenario3,3133998.171802425,651220399.3355688,2468951.37580098,"alto icp, llc",IL,['Natural Gas (Weighted U.S. Average)'],312140,Distilleries,17179,SRMW,40.556501,-89.666235,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1004861,Scenario4,52911657.44601496,365424470.46103954,2468951.37580098,"alto icp, llc",IL,['Natural Gas (Weighted U.S. Average)'],312140,Distilleries,17179,SRMW,40.556501,-89.666235,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005019,Baseline,137248.99444762355,0,764627.6735603663,bunge chevron ag renewables llc  cairo facility,IL,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",311224,Soybean and Other Oilseed Processing,17003,SRMW,37.01433,-89.17734,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005019,Scenario1,1078434.3302518716,224090250.4419473,764627.6735603663,bunge chevron ag renewables llc  cairo facility,IL,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",311224,Soybean and Other Oilseed Processing,17003,SRMW,37.01433,-89.17734,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005019,Scenario2,18207332.848408215,117104646.48580924,764627.6735603663,bunge chevron ag renewables llc  cairo facility,IL,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",311224,Soybean and Other Oilseed Processing,17003,SRMW,37.01433,-89.17734,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005019,Scenario3,970590.8972266841,201681225.3977526,764627.6735603663,bunge chevron ag renewables llc  cairo facility,IL,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",311224,Soybean and Other Oilseed Processing,17003,SRMW,37.01433,-89.17734,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005019,Scenario4,16386599.563567394,105394181.8372283,764627.6735603663,bunge chevron ag renewables llc  cairo facility,IL,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",311224,Soybean and Other Oilseed Processing,17003,SRMW,37.01433,-89.17734,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005073,Baseline,140443.49191357187,0,786055.0320392009,up paper llc,MI,"['Natural Gas (Weighted U.S. Average)', 'Natural Gasoline']",322120,Paper Mills,26153,MROE,45.9597,-86.2554,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005073,Scenario1,1108655.5735958247,230369989.3186129,786055.0320392009,up paper llc,MI,"['Natural Gas (Weighted U.S. Average)', 'Natural Gasoline']",322120,Paper Mills,26153,MROE,45.9597,-86.2554,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005073,Scenario2,18717561.6321373,101110996.30294493,786055.0320392009,up paper llc,MI,"['Natural Gas (Weighted U.S. Average)', 'Natural Gasoline']",322120,Paper Mills,26153,MROE,45.9597,-86.2554,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005073,Scenario3,997790.0162362421,207332990.3867516,786055.0320392009,up paper llc,MI,"['Natural Gas (Weighted U.S. Average)', 'Natural Gasoline']",322120,Paper Mills,26153,MROE,45.9597,-86.2554,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005073,Scenario4,16845805.46892357,90999896.67265043,786055.0320392009,up paper llc,MI,"['Natural Gas (Weighted U.S. Average)', 'Natural Gasoline']",322120,Paper Mills,26153,MROE,45.9597,-86.2554,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005170,Baseline,331083.30207721237,0,2202029.400678477,green plains madison llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17119,SRMW,38.67995,-90.17185,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005170,Scenario1,3105752.229523694,645351112.6283001,2202029.400678477,green plains madison llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17119,SRMW,38.67995,-90.17185,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005170,Scenario2,52434777.901049376,354803058.10683876,2202029.400678477,green plains madison llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17119,SRMW,38.67995,-90.17185,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005170,Scenario3,2795177.006571325,580816001.36547,2202029.400678477,green plains madison llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17119,SRMW,38.67995,-90.17185,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005170,Scenario4,47191300.11094445,319322752.2961548,2202029.400678477,green plains madison llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17119,SRMW,38.67995,-90.17185,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005374,Baseline,930185.0211646399,0,7615886.920467395,marquis energy - illinois llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17155,SRMW,41.27697,-89.31724,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005374,Scenario1,10741481.3697556,2231996128.780385,7615886.920467395,marquis energy - illinois llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17155,SRMW,41.27697,-89.31724,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005374,Scenario2,181349685.46340626,1227113483.927661,7615886.920467395,marquis energy - illinois llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17155,SRMW,41.27697,-89.31724,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005374,Scenario3,9667333.232780043,2008796515.902346,7615886.920467395,marquis energy - illinois llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17155,SRMW,41.27697,-89.31724,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005374,Scenario4,163214716.91706565,1104402135.5348954,7615886.920467395,marquis energy - illinois llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17155,SRMW,41.27697,-89.31724,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1005758,Baseline,273516.46269375604,0,1750567.659253675,michigan sugar company - bay city,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26017,RFCM,43.57486,-83.91588,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005758,Scenario1,2469008.546835937,513040737.0048701,1750567.659253675,michigan sugar company - bay city,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26017,RFCM,43.57486,-83.91588,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005758,Scenario2,41684559.881645694,337824123.2108964,1750567.659253675,michigan sugar company - bay city,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26017,RFCM,43.57486,-83.91588,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005758,Scenario3,2222107.6921523437,461736663.304383,1750567.659253675,michigan sugar company - bay city,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26017,RFCM,43.57486,-83.91588,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005758,Scenario4,37516103.89348113,304041710.8898067,1750567.659253675,michigan sugar company - bay city,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26017,RFCM,43.57486,-83.91588,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005838,Baseline,133068.1046071009,0,736735.5613471012,neenah paper michigan inc,MI,"['Bituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",322120,Paper Mills,26003,MROE,46.4087,-86.6455,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005838,Scenario1,1039095.168991907,215915879.2710456,736735.5613471012,neenah paper michigan inc,MI,"['Bituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",322120,Paper Mills,26003,MROE,46.4087,-86.6455,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005838,Scenario2,17543165.190772455,94766986.51284744,736735.5613471012,neenah paper michigan inc,MI,"['Bituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",322120,Paper Mills,26003,MROE,46.4087,-86.6455,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005838,Scenario3,935185.6520927164,194324291.3439411,736735.5613471012,neenah paper michigan inc,MI,"['Bituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",322120,Paper Mills,26003,MROE,46.4087,-86.6455,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1005838,Scenario4,15788848.67169521,85290287.8615627,736735.5613471012,neenah paper michigan inc,MI,"['Bituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",322120,Paper Mills,26003,MROE,46.4087,-86.6455,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006063,Baseline,237536.88889449777,0,1477754.994346024,cargill salt saint clair,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26147,RFCM,42.8184,-82.4858,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006063,Scenario1,2084232.329943384,433087237.3908331,1477754.994346024,cargill salt saint clair,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26147,RFCM,42.8184,-82.4858,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006063,Scenario2,35188338.03800518,266498488.41078514,1477754.994346024,cargill salt saint clair,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26147,RFCM,42.8184,-82.4858,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006063,Scenario3,1875809.0969490462,389778513.6517498,1477754.994346024,cargill salt saint clair,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26147,RFCM,42.8184,-82.4858,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006063,Scenario4,31669504.234204672,239848639.56970665,1477754.994346024,cargill salt saint clair,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26147,RFCM,42.8184,-82.4858,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006312,Baseline,139265.71824336448,0,778143.4822701593,michigan sugar co - caro factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26157,RFCM,43.4807,-83.3963,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006312,Scenario1,1097497.0880067502,228051342.9624416,778143.4822701593,michigan sugar co - caro factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26157,RFCM,43.4807,-83.3963,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006312,Scenario2,18529171.61569838,150165940.88243508,778143.4822701593,michigan sugar co - caro factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26157,RFCM,43.4807,-83.3963,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006312,Scenario3,987747.3792060753,205246208.6661975,778143.4822701593,michigan sugar co - caro factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26157,RFCM,43.4807,-83.3963,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006312,Scenario4,16676254.454128543,135149346.79419166,778143.4822701593,michigan sugar co - caro factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Anthracite', 'Coal Coke']",311313,Beet Sugar Manufacturing,26157,RFCM,43.4807,-83.3963,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006343,Baseline,183101.77049178214,0,1080986.896029099,michigan sugar company - sebewaing factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Bituminous', 'Anthracite']",311313,Beet Sugar Manufacturing,26063,RFCM,43.741,-83.4483,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006343,Scenario1,1524628.808949529,316805986.2752268,1080986.896029099,michigan sugar company - sebewaing factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Bituminous', 'Anthracite']",311313,Beet Sugar Manufacturing,26063,RFCM,43.741,-83.4483,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006343,Scenario2,25740486.384862177,208608589.57556,1080986.896029099,michigan sugar company - sebewaing factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Bituminous', 'Anthracite']",311313,Beet Sugar Manufacturing,26063,RFCM,43.741,-83.4483,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006343,Scenario3,1372165.9280545763,285125387.6477042,1080986.896029099,michigan sugar company - sebewaing factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Bituminous', 'Anthracite']",311313,Beet Sugar Manufacturing,26063,RFCM,43.741,-83.4483,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006343,Scenario4,23166437.746375967,187747730.61800405,1080986.896029099,michigan sugar company - sebewaing factory,MI,"['Natural Gas (Weighted U.S. Average)', 'Bituminous', 'Anthracite']",311313,Beet Sugar Manufacturing,26063,RFCM,43.741,-83.4483,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006367,Baseline,351212.11509925243,0,2363809.943917513,packaging corporation of america,MI,"['Natural Gas (Weighted U.S. Average)', 'Tires', 'Wood and Wood Residuals (dry basis)', nan, 'Other Biomass Gases', 'Propane']",322130,Paperboard Mills,26101,RFCM,44.2143,-86.2847,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006367,Scenario1,3333928.2396638757,692764309.5405456,2363809.943917513,packaging corporation of america,MI,"['Natural Gas (Weighted U.S. Average)', 'Tires', 'Wood and Wood Residuals (dry basis)', nan, 'Other Biomass Gases', 'Propane']",322130,Paperboard Mills,26101,RFCM,44.2143,-86.2847,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006367,Scenario2,56287100.15016933,513861464.3402426,2363809.943917513,packaging corporation of america,MI,"['Natural Gas (Weighted U.S. Average)', 'Tires', 'Wood and Wood Residuals (dry basis)', nan, 'Other Biomass Gases', 'Propane']",322130,Paperboard Mills,26101,RFCM,44.2143,-86.2847,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006367,Scenario3,3000535.4156974875,623487878.586491,2363809.943917513,packaging corporation of america,MI,"['Natural Gas (Weighted U.S. Average)', 'Tires', 'Wood and Wood Residuals (dry basis)', nan, 'Other Biomass Gases', 'Propane']",322130,Paperboard Mills,26101,RFCM,44.2143,-86.2847,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006367,Scenario4,50658390.13515239,462475317.9062184,2363809.943917513,packaging corporation of america,MI,"['Natural Gas (Weighted U.S. Average)', 'Tires', 'Wood and Wood Residuals (dry basis)', nan, 'Other Biomass Gases', 'Propane']",322130,Paperboard Mills,26101,RFCM,44.2143,-86.2847,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1006469,Baseline,395557.64262889826,0,2726735.01696193,patriot renewable fuels llc,IL,"['Natural Gas (Weighted U.S. Average)', 'Other Biomass Gases']",325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.393398,-89.872214,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006469,Scenario1,3845799.4046948496,799127149.0275011,2726735.01696193,patriot renewable fuels llc,IL,"['Natural Gas (Weighted U.S. Average)', 'Other Biomass Gases']",325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.393398,-89.872214,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006469,Scenario2,64929080.85848446,439346505.7128706,2726735.01696193,patriot renewable fuels llc,IL,"['Natural Gas (Weighted U.S. Average)', 'Other Biomass Gases']",325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.393398,-89.872214,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006469,Scenario3,3461219.4642253644,719214434.124751,2726735.01696193,patriot renewable fuels llc,IL,"['Natural Gas (Weighted U.S. Average)', 'Other Biomass Gases']",325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.393398,-89.872214,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006469,Scenario4,58436172.77263601,395411855.1415835,2726735.01696193,patriot renewable fuels llc,IL,"['Natural Gas (Weighted U.S. Average)', 'Other Biomass Gases']",325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.393398,-89.872214,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006787,Baseline,378097.1744382467,0,2582805.880135695,big river resources galva llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.169691,-90.024473,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006787,Scenario1,3642801.098925739,756945682.8936601,2582805.880135695,big river resources galva llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.169691,-90.024473,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006787,Scenario2,61501836.73510988,416155853.5440614,2582805.880135695,big river resources galva llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.169691,-90.024473,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006787,Scenario3,3278520.9890331654,681251114.6042941,2582805.880135695,big river resources galva llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.169691,-90.024473,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1006787,Scenario4,55351653.0615989,374540268.1896553,2582805.880135695,big river resources galva llc,IL,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,17073,SRMW,41.169691,-90.024473,Chemicals,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
