facility_id,tech_scenario,capex,change_in_electricity_demand_kwh,heat_mmbtu,facility_name,state,fuels,naics_code,naics_description,county_fips,subregion,latitude,longitude,sector,r,t,elec_price,ng_price,ngboiler_om_best,ngboiler_om_worst,eboiler_om_best,eboiler_om_worst,hthp_om_best,hthp_om_worst
1007603,Baseline,51851.76094442969,0,237491.1421032793,fibrek,MI,['Natural Gas (Weighted U.S. Average)'],322110,Pulp Mills,26109,MROE,45.108,-87.607,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007603,Scenario1,334958.58132145123,69601783.13173012,237491.1421032793,fibrek,MI,['Natural Gas (Weighted U.S. Average)'],322110,Pulp Mills,26109,MROE,45.108,-87.607,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007603,Scenario2,5655144.879453072,30548708.439524762,237491.1421032793,fibrek,MI,['Natural Gas (Weighted U.S. Average)'],322110,Pulp Mills,26109,MROE,45.108,-87.607,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007603,Scenario3,301462.72318930615,62641604.81855711,237491.1421032793,fibrek,MI,['Natural Gas (Weighted U.S. Average)'],322110,Pulp Mills,26109,MROE,45.108,-87.607,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007603,Scenario4,5089630.391507766,27493837.595572285,237491.1421032793,fibrek,MI,['Natural Gas (Weighted U.S. Average)'],322110,Pulp Mills,26109,MROE,45.108,-87.607,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007871,Baseline,136339.22223180791,0,758543.5356200528,"westrock california, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26025,RFCM,42.32335,-85.20758,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007871,Scenario1,1069853.2345739314,222307165.625752,758543.5356200528,"westrock california, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26025,RFCM,42.32335,-85.20758,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007871,Scenario2,18062457.207092352,97572166.70534208,758543.5356200528,"westrock california, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26025,RFCM,42.32335,-85.20758,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007871,Scenario3,962867.9111165383,200076449.0631768,758543.5356200528,"westrock california, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26025,RFCM,42.32335,-85.20758,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007871,Scenario4,16256211.486383116,87814950.03480789,758543.5356200528,"westrock california, llc",MI,['Natural Gas (Weighted U.S. Average)'],322130,Paperboard Mills,26025,RFCM,42.32335,-85.20758,Pulp & Paper,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007933,Baseline,442373.0131926444,0,3118860.158311346,the andersons marathon holdings llc,MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26025,RFCM,42.259646,-84.789726,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007933,Scenario1,4398854.478175251,914047683.7766755,3118860.158311346,the andersons marathon holdings llc,MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26025,RFCM,42.259646,-84.789726,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007933,Scenario2,74266374.30685487,502527859.8167176,3118860.158311346,the andersons marathon holdings llc,MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26025,RFCM,42.259646,-84.789726,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007933,Scenario3,3958969.030357726,822642915.3990079,3118860.158311346,the andersons marathon holdings llc,MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26025,RFCM,42.259646,-84.789726,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1007933,Scenario4,66839736.8761694,452275073.8350458,3118860.158311346,the andersons marathon holdings llc,MI,['Natural Gas (Weighted U.S. Average)'],325193,Ethyl Alcohol Manufacturing,26025,RFCM,42.259646,-84.789726,Chemicals,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1009702,Baseline,112995.86223411004,0,605358.4621183565,cargill salt,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26133,RFCM,43.834338,-85.354062,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1009702,Scenario1,853800.3138404221,177413052.2265812,605358.4621183565,cargill salt,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26133,RFCM,43.834338,-85.354062,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1009702,Scenario2,14414810.493409721,109170407.6240422,605358.4621183565,cargill salt,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26133,RFCM,43.834338,-85.354062,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1009702,Scenario3,768420.2824563798,159671747.0039231,605358.4621183565,cargill salt,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26133,RFCM,43.834338,-85.354062,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1009702,Scenario4,12973329.444068752,98253366.86163796,605358.4621183565,cargill salt,MI,['Natural Gas (Weighted U.S. Average)'],311942,Spice and Extract Manufacturing,26133,RFCM,43.834338,-85.354062,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1012111,Baseline,90709.47189200742,0,464949.8680738786,smithfield farmland corp-monmouth,IL,['Natural Gas (Weighted U.S. Average)'],311611,Animal (except Poultry) Slaughtering,17187,SRMW,40.92801,-90.64194,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1012111,Scenario1,655767.3975389577,136263355.3327704,464949.8680738786,smithfield farmland corp-monmouth,IL,['Natural Gas (Weighted U.S. Average)'],311611,Animal (except Poultry) Slaughtering,17187,SRMW,40.92801,-90.64194,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1012111,Scenario2,11071397.620787596,81449544.71118163,464949.8680738786,smithfield farmland corp-monmouth,IL,['Natural Gas (Weighted U.S. Average)'],311611,Animal (except Poultry) Slaughtering,17187,SRMW,40.92801,-90.64194,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1012111,Scenario3,590190.657785062,122637019.7994934,464949.8680738786,smithfield farmland corp-monmouth,IL,['Natural Gas (Weighted U.S. Average)'],311611,Animal (except Poultry) Slaughtering,17187,SRMW,40.92801,-90.64194,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1012111,Scenario4,9964257.858708842,73304590.24006346,464949.8680738786,smithfield farmland corp-monmouth,IL,['Natural Gas (Weighted U.S. Average)'],311611,Animal (except Poultry) Slaughtering,17187,SRMW,40.92801,-90.64194,Food & Beverage,0.065,30,0.0916,6.54,0.03,0.06,0.01,0.01,0.01,0.05
1013961,Baseline,128897.9360254957,0,709090.0866943083,zfs ithaca llc,MI,['Natural Gas (Weighted U.S. Average)'],311224,Soybean and Other Oilseed Processing,26057,RFCM,43.29166,-84.5743,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1013961,Scenario1,1000103.8664631136,207813790.4338937,709090.0866943083,zfs ithaca llc,MI,['Natural Gas (Weighted U.S. Average)'],311224,Soybean and Other Oilseed Processing,26057,RFCM,43.29166,-84.5743,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1013961,Scenario2,16884870.47275386,108598925.72587235,709090.0866943083,zfs ithaca llc,MI,['Natural Gas (Weighted U.S. Average)'],311224,Soybean and Other Oilseed Processing,26057,RFCM,43.29166,-84.5743,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1013961,Scenario3,900093.4798168023,187032411.3905043,709090.0866943083,zfs ithaca llc,MI,['Natural Gas (Weighted U.S. Average)'],311224,Soybean and Other Oilseed Processing,26057,RFCM,43.29166,-84.5743,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
1013961,Scenario4,15196383.425478477,97739033.15328515,709090.0866943083,zfs ithaca llc,MI,['Natural Gas (Weighted U.S. Average)'],311224,Soybean and Other Oilseed Processing,26057,RFCM,43.29166,-84.5743,Food & Beverage,0.065,30,0.0827,7.57,0.03,0.06,0.01,0.01,0.01,0.05
