facility_id,latitude,longitude,census_tract
1006594,36.29984,-119.81154,06031000402
1003633,34.2667,-92.0334,05069000502
1002615,36.22748,-95.27968,40097040400
1006570,43.04212,-87.96307,55079012300
1004276,41.89246,-89.03439,17141961100
1006625,41.04268,-81.54533,39153505900
1011964,43.838063,-111.783121,16065950103
1003280,30.6949,-83.30442,13185011405
1004114,41.3981,-91.0611,19139051000
1003327,44.4289,-89.7817,55141011000
1002823,31.163888,-85.097444,13099090500
1002925,39.845474,-75.209486,34015500205
1005037,42.60008,-72.37838,25011040400
1007098,44.797076,-95.170752,27129790400
1000606,42.765556,-112.913333,16077960200
1011627,40.21722,-81.860287,39031961200
1006084,41.860516,-94.630625,19077950200
1002013,45.10465,-87.65005,55075961300
1002962,40.480306,-96.541417,31067964600
1002950,43.760415,-94.149858,27043460200
1001838,41.84096,-94.12596,19049050400
1005035,42.9089,-112.5239,16077960100
1001678,39.74025,-94.846817,29021003001
1006885,43.8914,-73.3961,36031961201
1004731,46.31158,-96.13374,27111960800
1006803,32.10387,-81.123062,13051980000
1001723,44.91166,-98.50145,46115000100
1006970,40.039871,-85.746274,18095011501
1006479,40.416952,-104.675853,08123000705
1014021,36.215944,-90.958167,05121960100
1006626,37.815814,-87.589317,21101020602
1000378,32.894,-111.78312,04021001307
1009221,33.866387,-81.012712,45017950100
1007196,36.9461,-89.0792,21007950300
1001783,45.76981,-108.49823,30111000300
1002057,31.5933,-84.08805,13095011200
1003513,39.125992,-94.57328,29047022100
1004799,34.829833,-102.363833,48117950600
1004529,37.92905,-85.652687,21029021102
1006193,44.51942,-89.58392,55097961102
1005146,37.656628,-87.51415,21101020800
1006525,41.969519,-91.648447,19113002700
1006209,32.2531,-84.0691,13193000300
1001807,31.658978,-81.84287,13305970600
1002881,36.39893,-88.99401,47131965800
1002033,33.056714,-79.941352,45015020602
1002874,36.20458,-119.34263,06107002901
1000034,41.626329,-93.583205,19153000300
1002327,38.053497,-97.929626,20155000600
1010046,32.5749,-89.32429,28123020102
1003975,34.2306,-82.05776,45047970702
1000016,35.95458,-80.72108,37097060802
1001823,40.26269,-103.80612,08087000300
1001882,32.14389,-81.14666,13051010701
1006662,40.198059,-100.977807,31087962700
1011974,35.697861,-101.355306,48233951000
1004952,37.885,-75.555278,51001090300
1002124,39.36314,-93.45364,29033960300
1005119,47.717982,-104.133124,30083070400
1006030,43.096842,-96.477478,46083010400
1010003,36.1812,-120.1526,06019007801
1006377,33.66027,-83.98889,13247060305
1000904,39.1264,-122.1251,06011000301
1006801,30.560139,-91.2055,22033003000
1007014,41.64415,-111.86086,49005001402
1005683,42.45924,-96.5995,31043010400
1005422,39.495168,-80.127906,54049020500
1006258,42.50131,-96.39109,19193000100
1003470,32.77259,-83.63014,13021013900
1006783,40.74667,-86.56778,18017951100
1005960,42.47684,-95.41516,19093090100
1004984,39.251327,-91.638102,29007950200
1001663,44.24073,-86.31005,26101000700
1002894,34.511972,-91.539639,05001480300
1011656,37.68962,-98.70704,20151968600
1000093,42.8158,-73.6728,36091062700
1006946,43.663889,-94.582222,27091790300
1010026,33.491028,-90.513694,28133950300
1006467,30.440833,-82.788056,12047960300
1002285,42.532497,-113.836752,16031950500
1002960,32.159139,-90.256556,28049011103
1010327,41.000833,-92.391389,19179960500
1002879,39.1347,-84.7122,39061020401
1005361,28.056094,-81.799088,12105013103
1003834,41.5236,-94.3819,19077950300
1006690,37.052611,-100.8995,20175965700
1013246,38.366389,-78.937778,51165011600
1002862,44.19793,-88.45321,55139003000
1002737,36.140066,-77.224466,37015960300
1006877,46.903056,-96.759722,27027030106
1005791,40.722139,-85.193722,18179040600
1002632,41.969745,-91.665736,19113002600
1002173,44.7999,-95.4869,27023950300
1007574,29.704027,-95.079932,48201343601
1000334,39.8466,-88.9261,17115001100
1013961,43.29166,-84.5743,26057000200
1006048,34.14176,-119.18398,06111004715
1013817,30.049622,-93.772226,48361020300
1006425,41.53397,-96.0979,31177050102
1005062,34.63147,-87.03843,01103005101
1001720,39.55762,-82.96377,39129021700
1005817,27.85118,-82.2599,12057013923
1002708,33.705796,-91.238099,05041950100
1002356,40.471085,-88.39574,17053962000
1004809,34.262343,-92.077602,05069000303
1006213,34.838207,-78.035053,37061090804
1003525,40.69161,-74.192794,34013980200
1006312,43.4807,-83.3963,26157000700
1006580,33.40588,-111.953199,04013319705
1007511,37.9072,-87.9271,18129040500
1010345,36.2784,-119.80047,06031000402
1006699,37.70884,-97.32938,20173000400
1006055,40.6375,-103.190556,08075966200
1006147,30.433075,-81.647505,12031010307
1007277,35.64397,-88.776334,47113001402
1006047,41.928594,-91.687203,19113003004
1005661,39.8675,-88.885,17115002100
1004254,41.412452,-84.143514,39069000300
1006691,28.6753,-96.5495,48057000300
1005657,36.0094,-119.3054,06107003201
1001865,41.17277,-95.8241,19155031900
1004982,39.51827,-84.390926,39017014400
1002916,41.42139,-97.288612,31141965500
1004983,41.86392,-71.89399,09015904400
1003837,45.137845,-94.807119,27067781100
1004067,34.347647,-86.287392,01095030702
1005988,40.37909,-86.83882,18157001702
1002148,42.51899,-98.9596,31089974200
1006814,30.1928,-93.32524,22019003200
1000276,34.2337,-80.658,45055970403
1004713,45.301333,-96.511361,46051953100
1013376,43.09212,-79.01389,36063021700
1000807,30.225083,-91.069424,22047953200
1003488,41.45263,-72.13475,09011695201
1004640,38.6335,-87.2262,18027954600
1001630,29.63515,-95.0576,48201343700
1005677,40.284167,-86.556944,18023950400
1007461,37.63617,-120.99151,06099001800
1002309,43.06633,-78.29677,36037950200
1004767,30.325882,-91.261732,22121020402
1005826,34.6416,-87.05203,01103005101
1005022,29.939266,-90.348408,22089062200
1011582,43.00655,-84.37922,26037011001
1005586,44.23202,-95.30027,27127750600
1002083,40.12434,-102.6771,08125963200
1001892,45.7952,-87.9576,26043950300
1013656,38.21657,-84.86974,21073071200
1002177,45.5747,-95.9108,27149480300
1006061,37.82256,-87.30449,21059001300
1002995,42.82085,-95.7609,19035080300
1004633,42.30956,-85.16164,26025000700
1007571,35.03104,-78.86301,37051001500
1010363,34.954075,-79.809005,37153970300
1000872,44.111944,-93.678611,27161790100
1006274,29.8742,-94.9122,48071710100
1006063,42.8184,-82.4858,26147642000
1002067,40.58971,-98.33963,31001965600
1006694,40.69874,-97.567402,31185969900
1014109,26.705464,-80.649438,12099008101
1004113,43.30467,-73.63885,36091060200
1000344,41.109722,-97.971389,31121966800
1002394,35.398465,-119.322016,06029006600
1006637,39.8242,-84.1747,39113080700
1003352,40.619722,-105.006111,08069001308
1006962,32.21501,-88.008365,01023956700
1006114,40.294347,-85.654444,18095010500
1012009,34.049858,-86.577483,01009050501
1002032,42.5949,-89.66691,55045960500
1007565,41.98905,-95.39912,19047070300
1006319,46.323539,-96.61592,38077970900
1005051,43.99187,-90.07219,55057100301
1004490,43.066639,-94.679167,19147960200
1003568,39.760555,-105.215,08059009901
1005732,48.093793,-122.796806,53031950501
1009795,30.08367,-90.91325,22093040500
1005948,31.079517,-87.115274,01053969900
1002283,46.660278,-67.902222,23003951700
1006256,30.8627,-93.3751,22011960200
1005746,33.532806,-93.812694,05091020901
1004396,44.3143,-89.8962,55141011700
1000602,32.486859,-92.151686,22073005800
1000319,34.1519,-79.5587,45041001700
1006469,41.393398,-89.872214,17073030500
1004083,44.873593,-88.14389,55083101200
1002733,31.173147,-81.519247,13127000702
1010658,40.870035,-98.045509,31081969300
1006412,42.611671,-113.757423,16067970100
1013622,44.69334,-100.062568,46119979100
1006262,33.8872,-80.6397,45079012000
1007881,41.16226,-92.6361,19123950300
1004530,39.098667,-84.860861,18029080301
1013637,43.44488,-116.27435,16001010501
1011859,40.655278,-80.356389,42007605500
1006354,47.764444,-96.6325,27119020500
1002904,39.45241,-84.4765,39017015100
1003476,39.169552,-91.879288,29007950400
1014429,41.22394,-96.5412,31155968400
1005929,43.862199,-95.300983,27033270300
1003654,30.196621,-93.32629,22019003200
1013891,45.474311,-98.416005,46013951400
1006760,34.253517,-85.329016,13115001400
1004091,37.960326,-100.835914,20055960501
1003573,42.507192,-93.28041,19083480300
1002184,27.909614,-81.600433,12105014301
1009523,43.27694,-95.80833,19143460200
1010974,35.31852,-81.6101,37045951300
1007135,29.681083,-81.680217,12107950600
1000627,37.336111,-77.2825,51041100403
1003907,44.541944,-94.341667,27143170200
1007912,33.364166,-79.303279,45043920602
1004615,41.045666,-81.541763,39153505900
1003737,42.02344,-93.51171,19169000101
1002710,37.736111,-75.656111,51001090500
1002149,44.055179,-122.952998,41039001903
1004961,38.05416,-97.88538,20155001100
1004194,36.543164,-94.583079,29119070300
1006609,43.705647,-95.456507,27105105100
1005838,46.4087,-86.6455,26003000100
1013489,37.6312,-120.9231,06099002002
1008767,43.2699,-73.58769,36115088002
1000256,37.7997,-79.9946,51005080301
1003753,41.683889,-76.240833,42015951100
1004105,38.40497,-96.17098,20111000500
1000240,32.504129,-82.844859,13175951001
1007220,37.7428,-99.9511,20057961802
1002215,40.0879,-76.3847,42071011707
1000793,38.663697,-82.16883,54053955102
1005812,41.56769,-98.81558,31175971300
1011973,33.95649,-94.756928,40089098501
1013287,41.41772,-95.03182,19029190500
1006203,37.107705,-100.796294,20175965600
1000258,36.6803,-76.9128,51093280400
1002176,39.271944,-81.661667,54107010901
1007264,42.521324,-113.815693,16031950500
1002443,40.831385,-91.220606,19057001100
1005623,29.987664,-93.944972,48245010800
1007523,40.746088,-99.767869,31047968600
1001244,41.573,-76.0426,42131400200
1000611,46.288137,-119.115336,53021020608
1002614,40.611184,-88.181952,17053961700
1011979,41.4406,-87.0194,18127051009
1011277,38.633617,-78.784769,51165010802
1000360,44.5375,-88.08259,55009020502
1004262,37.389395,-120.667617,06047000505
1004277,36.23045,-115.12944,32003003626
1012948,39.763889,-75.422778,34033020100
1001967,43.096447,-92.744994,19067480100
1003205,37.13375,-79.26404,51031020700
1006356,33.146581,-94.984331,48449950302
1006366,44.551986,-70.540525,23017965500
1002241,38.21078,-85.84149,21111012701
1002627,43.49951,-92.91709,19131560200
1007093,43.980233,-88.651815,55139002002
1012516,36.032491,-80.228696,37067003500
1006856,30.044944,-93.788028,48361020300
1006896,41.01228,-76.85868,42097080302
1012645,45.842373,-119.673432,41049970101
1002703,40.81568,-98.6076,31079001400
1006447,36.25488,-119.64794,06031001200
1006065,41.5567,-73.4102,09005425700
1011065,42.5063,-94.3121,19187010200
1003215,40.2853,-86.5479,18023950400
1000869,39.8439,-75.3575,42045410700
1013749,46.6137,-97.5769,38073968900
1013384,34.31782,-103.22356,35009000603
1011783,36.08211,-102.50911,48111950100
1008042,46.157035,-123.407836,41007951200
1002715,38.38242,-75.52609,24045010603
1004608,43.035135,-88.791556,55055100700
1006809,45.997706,-94.8606,27153790600
1000376,39.903884,-91.410552,17001010600
1001710,29.725667,-95.151667,48201324102
1004079,42.639333,-92.031139,19019950200
1010610,37.80725,-94.585301,29217950500
1002365,42.305176,-96.362271,19193003500
1010722,47.075778,-119.222474,53025011001
