facility_id,tech_scenario,capex,change_in_electricity_demand_kwh,heat_mmbtu,facility_name,state,fuels,ng_dum,fuel_oils_dum,coal_dum,byproducts_dum,propane_dum,other_dum,naics_code,naics_description,county_fips,subregion,latitude,longitude,sector,elec_price,ng_price,r,t,ngboiler_om_best,ngboiler_om_worst,eboiler_om_best,eboiler_om_worst,hthp_om_best,hthp_om_worst,pollutant_type,grid_emissions_kg_kwh,base_emissions,facility_emissions,base_lcoh
1001827,Scenario1,1157021.4576888536,240420043.1561254,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.39359992208,54438.1,0,6.967028930161129
1001827,Scenario1,1157021.4576888536,240420043.1561254,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,2.0955950400000002e-4,57.460949,0,6.967028930161129
1001827,Scenario1,1157021.4576888536,240420043.1561254,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.214210400000001e-5,0.787332,0,6.967028930161129
1001827,Scenario1,1157021.4576888536,240420043.1561254,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.27703184e-5,61.36401145,0,6.967028930161129
1001827,Scenario2,19534128.506435193,143707770.93142435,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.39359992208,54438.1,0,9.690560581363926
1001827,Scenario2,19534128.506435193,143707770.93142435,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,2.0955950400000002e-4,57.460949,0,9.690560581363926
1001827,Scenario2,19534128.506435193,143707770.93142435,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.214210400000001e-5,0.787332,0,9.690560581363926
1001827,Scenario2,19534128.506435193,143707770.93142435,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.27703184e-5,61.36401145,0,9.690560581363926
1001827,Scenario3,1041319.3119199683,216378038.8405129,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.39359992208,54438.1,0,6.949881592700572
1001827,Scenario3,1041319.3119199683,216378038.8405129,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,2.0955950400000002e-4,57.460949,0,6.949881592700572
1001827,Scenario3,1041319.3119199683,216378038.8405129,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.214210400000001e-5,0.787332,0,6.949881592700572
1001827,Scenario3,1041319.3119199683,216378038.8405129,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.27703184e-5,61.36401145,0,6.949881592700572
1001827,Scenario4,17580715.65579167,129336993.8382819,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.39359992208,54438.1,0,9.401060078783088
1001827,Scenario4,17580715.65579167,129336993.8382819,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,2.0955950400000002e-4,57.460949,0,9.401060078783088
1001827,Scenario4,17580715.65579167,129336993.8382819,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.214210400000001e-5,0.787332,0,9.401060078783088
1001827,Scenario4,17580715.65579167,129336993.8382819,820347.2391735063,TYSON FRESH MEATS INC,KS,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,20055,SPNO,38,-101.026111,Food & Beverage,0.0767,5.56,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.27703184e-5,61.36401145,0,9.401060078783088
1001838,Baseline,79412.33834528166,0,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,26284.3,26284.3,6.929918054310249
1001838,Baseline,79412.33834528166,0,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,NA,NA,6.929918054310249
1001838,Baseline,79412.33834528166,0,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,NA,NA,6.929918054310249
1001838,Baseline,79412.33834528166,0,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,NA,NA,6.929918054310249
1001838,Scenario1,558936.9866570646,116142750.4741953,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,26284.3,0,7.07702893016113
1001838,Scenario1,558936.9866570646,116142750.4741953,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,NA,NA,7.07702893016113
1001838,Scenario1,558936.9866570646,116142750.4741953,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,NA,NA,7.07702893016113
1001838,Scenario1,558936.9866570646,116142750.4741953,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,NA,NA,7.07702893016113
1001838,Scenario2,9436598.476028366,69422730.15753755,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,26284.3,0,9.800560581363923
1001838,Scenario2,9436598.476028366,69422730.15753755,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,NA,NA,9.800560581363923
1001838,Scenario2,9436598.476028366,69422730.15753755,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,NA,NA,9.800560581363923
1001838,Scenario2,9436598.476028366,69422730.15753755,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,NA,NA,9.800560581363923
1001838,Scenario3,503043.2879913582,104528475.4267757,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,26284.3,0,7.059881592700572
1001838,Scenario3,503043.2879913582,104528475.4267757,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,NA,NA,7.059881592700572
1001838,Scenario3,503043.2879913582,104528475.4267757,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,NA,NA,7.059881592700572
1001838,Scenario3,503043.2879913582,104528475.4267757,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,NA,NA,7.059881592700572
1001838,Scenario4,8492938.62842553,62480457.1417838,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,26284.3,0,9.511060078783087
1001838,Scenario4,8492938.62842553,62480457.1417838,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,NA,NA,9.511060078783087
1001838,Scenario4,8492938.62842553,62480457.1417838,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,NA,NA,9.511060078783087
1001838,Scenario4,8492938.62842553,62480457.1417838,396295.5145118734,TYSON FRESH MEATS INC-PERRY,IA,"['Distillate Fuel Oil No. 2', 'Natural Gas (Weighted U.S. Average)']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,19049,MROW,41.84096,-94.12596,Food & Beverage,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,NA,NA,9.511060078783087
1001851,Baseline,171123.0167942593,0,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.270488702992,66114.09999999999,66114.09999999999,6.718653294594479
1001851,Baseline,171123.0167942593,0,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,1.27912944e-4,62.75,62.75,6.718653294594479
1001851,Baseline,171123.0167942593,0,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.8945984e-5,1.82,1.82,6.718653294594479
1001851,Baseline,171123.0167942593,0,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.3359988e-5,10.17,10.17,6.718653294594479
1001851,Scenario1,1405619.866566456,292076855.3904324,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.270488702992,66114.09999999999,-1.455191522836685e-11,6.869251152383351
1001851,Scenario1,1405619.866566456,292076855.3904324,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,1.27912944e-4,62.75,-1.393329895904571e-14,6.869251152383351
1001851,Scenario1,1405619.866566456,292076855.3904324,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.8945984e-5,1.82,-4.04121180963557e-16,6.869251152383351
1001851,Scenario1,1405619.866566456,292076855.3904324,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.3359988e-5,10.17,-2.258193632087568e-15,6.869251152383351
1001851,Scenario2,23731244.500472624,174584919.28462824,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.270488702992,66114.09999999999,-1.455191522836685e-11,9.592782803586145
1001851,Scenario2,23731244.500472624,174584919.28462824,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,1.27912944e-4,62.75,-1.393329895904571e-14,9.592782803586145
1001851,Scenario2,23731244.500472624,174584919.28462824,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.8945984e-5,1.82,-4.04121180963557e-16,9.592782803586145
1001851,Scenario2,23731244.500472624,174584919.28462824,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.3359988e-5,10.17,-2.258193632087568e-15,9.592782803586145
1001851,Scenario3,1265057.87990981,262869169.8513891,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.270488702992,66114.09999999999,-1.455191522836685e-11,6.852103814922793
1001851,Scenario3,1265057.87990981,262869169.8513891,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,1.27912944e-4,62.75,-1.393329895904571e-14,6.852103814922793
1001851,Scenario3,1265057.87990981,262869169.8513891,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.8945984e-5,1.82,-4.04121180963557e-16,6.852103814922793
1001851,Scenario3,1265057.87990981,262869169.8513891,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.3359988e-5,10.17,-2.258193632087568e-15,6.852103814922793
1001851,Scenario4,21358120.050425366,157126427.3561655,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.270488702992,66114.09999999999,-1.455191522836685e-11,9.303282301005309
1001851,Scenario4,21358120.050425366,157126427.3561655,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,1.27912944e-4,62.75,-1.393329895904571e-14,9.303282301005309
1001851,Scenario4,21358120.050425366,157126427.3561655,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,6.8945984e-5,1.82,-4.04121180963557e-16,9.303282301005309
1001851,Scenario4,21358120.050425366,157126427.3561655,996607.5989364367,Smithfield Fresh Meats Corp - Tar Heel,NC,"['Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311611,Animal (except Poultry) Slaughtering,37017,SRVC,34.7465,-78.8061,Food & Beverage,0.07690000000000001,5.48,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.3359988e-5,10.17,-2.258193632087568e-15,9.303282301005309
1001865,Baseline,329881.08461369044,0,2192428.194496796,SOUTHWEST IOWA RENEWABLE ENERGY,IA,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,19155,MROW,41.17277,-95.8241,Chemicals,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,145412.8,145412.8,6.9238485599117805
1001865,Baseline,329881.08461369044,0,2192428.194496796,SOUTHWEST IOWA RENEWABLE ENERGY,IA,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,19155,MROW,41.17277,-95.8241,Chemicals,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,nox,3.22503912e-4,54.279072,54.279072,6.9238485599117805
1001865,Baseline,329881.08461369044,0,2192428.194496796,SOUTHWEST IOWA RENEWABLE ENERGY,IA,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,19155,MROW,41.17277,-95.8241,Chemicals,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,so2,4.0641843200000003e-4,1.972712,1.972712,6.9238485599117805
1001865,Baseline,329881.08461369044,0,2192428.194496796,SOUTHWEST IOWA RENEWABLE ENERGY,IA,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,19155,MROW,41.17277,-95.8241,Chemicals,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,pm25,2.9800994399999998e-5,14.199858,14.199858,6.9238485599117805
1001865,Scenario1,3092210.644885593,642537276.8593441,2192428.194496796,SOUTHWEST IOWA RENEWABLE ENERGY,IA,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,19155,MROW,41.17277,-95.8241,Chemicals,0.06849999999999999,5.65,0.065,30,0.03,0.06,0.01,0.01,0.01,0.05,co2e,0.420276574784,145412.8,0,7.07702893016113
